,site,nf,lenght
1597,1q16_B_Fe_15865_OK,13.4524,484
1598,1frf_S_Fe_6158_OK,61.8297,2308
1599,4xk8_b_Fe_63527_OK,3.01549,289
1600,1cc1_S_Fe_5874_OK,65.8696,2252
1601,1tv8_A_Fe_5309_OK,128.043,43792
1602,5v2d_B_Fe_15354_OK,101.415,3105
1603,4ci0_C_Fe_6900_OK,107.872,2504
1604,6cin_D_Fe_53271_OK,15.525,889
1605,1mmm_B_Fe_3263_OK,128.039,5254
1606,1my6_A_Fe_3131_OK,128.007,5284
1607,1hfe_M_Fe_7835_OK,108.296,3225
1608,5n6y_D_Fe_16837_OK,88.252,3178
1609,1y3t_A_Fe_5144_OK,70.4869,3291
1610,2b3y_A_Fe_13864_OK,74.1866,4181
1611,5bvg_C_Fe_16375_OK,79.7267,2990
1612,5g5h_B_Fe_9141_OK,128.043,8008
1613,2p4z_A_Fe_4378_OK,128.053,3677
1614,1sb3_E_Fe_18848_OK,128.013,8019
1615,3or2_D_Fe_14605_OK,14.3161,2590
1616,2p1i_C_Fe_16786_OK,108.22,4139
1617,3hip_B_Fe_1796_OK,53.2819,775
1618,3lgb_B_Fe_3196_OK,32.1995,782
1619,4ffk_A_Fe_1721_OK,128.021,5189
1620,5ll6_h_Fe_55212_OK,9.64423,1508
1621,2bs4_E_Fe_18444_OK,128.006,8175
1622,2goy_E_Fe_14502_OK,128.032,33689
1623,5xvc_S_Fe_12709_OK,66.3855,2245
1624,1hu9_A_Fe_6780_OK,19.2123,1244
1625,3e6s_A_Fe_7700_OK,128.056,10357
1626,1n2c_C_Fe_24297_OK,80.489,2990
1627,3h1s_A_Fe_3095_OK,128.026,5296
1628,6cin_F_Fe_53399_OK,15.5242,889
1629,1vlj_A_Fe_6094_OK,128.02,13157
1630,6bxo_B_Fe_5199_OK,65.3997,1934
1631,1w9m_A_Fe_4270_OK,36.0014,1324
1632,5efv_B_Fe_15328_OK,0.912727,41
1633,2fug_3_Fe_73593_OK,128.026,10346
1634,2afi_J_Fe_48319_OK,72.384,3206
1635,4xpi_A_Fe_16000_OK,79.9935,2945
1636,2hip_A_Fe_1105_OK,46.2022,758
1637,1kek_A_Fe_18781_OK,14.1296,769
1638,2wpn_A_Fe_5844_OK,60.9907,1885
1639,2fkz_H_Fe_10414_OK,128.062,18204
1640,3myr_E_Fe_25739_OK,65.4616,2242
1641,1t9o_B_Fe_1232_OK,128.111,4220
1642,1oao_B_Fe_21889_OK,14.4059,799
1643,6elq_B_Fe_14357_OK,16.4048,967
1644,4xpi_D_Fe_16126_OK,72.8717,3208
1645,1r27_D_Fe_26994_OK,15.0892,560
1646,3cf4_A_Fe_7173_OK,9.36486,677
1647,3c8y_A_Fe_4490_OK,46.9095,2702
1648,2vkr_B_Fe_5426_OK,128.056,49959
1649,3uof_A_Fe_7784_OK,128.004,18124
1650,6btm_B_Fe_18799_OK,24.6067,9497
1651,1jnr_B_Fe_12820_OK,32.4975,1937
1652,1e2u_A_Fe_4236_OK,36.0014,1324
1653,5t5m_G_Fe_14148_OK,128.016,64268
1654,4uob_A_Fe_3935_OK,128.042,21091
1655,4mn9_A_Fe_1523_OK,128.013,7928
1656,5odc_G_Fe_31328_OK,0.039133,1
1657,1kf6_B_Fe_16748_OK,128.008,8909
1658,2c2f_A_Fe_1467_OK,128.009,7147
1659,3e6s_E_Fe_7722_OK,128.016,10363
1660,1r27_D_Fe_27009_OK,15.0892,560
1661,3obz_A_Fe_2290_OK,128.014,17718
1662,4hea_D_Fe_73990_OK,128.014,10108
1663,2ynm_C_Fe_11370_OK,106.707,3251
1664,1lko_A_Fe_1527_OK,128.02,9770
1665,3or1_D_Fe_14662_OK,14.3641,2590
1666,4c1n_C_Fe_38674_OK,11.376,983
1667,1m1y_P_Fe_49476_OK,128.029,53167
1668,3uv3_B_Fe_4797_OK,128.025,3021
1669,1n2c_D_Fe_24306_OK,72.384,3206
1670,4ci0_B_Fe_6890_OK,66.7838,2885
1671,1sb3_E_Fe_18846_OK,128.013,8019
1672,4s38_A_Fe_3191_OK,60.059,2612
1673,5t5i_N_Fe_28263_OK,1.28142,913
1674,1r27_D_Fe_26991_OK,15.0892,560
1675,1mjg_M_Fe_43401_OK,4.48826,242
1676,1c4a_A_Fe_4487_OK,46.9095,2702
1677,1h1l_A_Fe_15437_OK,81.9566,2954
1678,4jc0_A_Fe_6821_OK,128.007,17115
1679,1c4a_A_Fe_4489_OK,46.9095,2702
1680,5v8k_A_Fe_12439_OK,1.0795,134
1681,3hh8_A_Fe_2202_OK,128.03,8388
1682,2fdn_A_Fe_737_OK,128.078,13527
1683,2z8y_O_Fe_43537_OK,4.49135,242
1684,1m34_M_Fe_48821_OK,128.048,54545
1685,3exy_A_Fe_629_OK,128.014,44866
1686,5t5m_G_Fe_14146_OK,128.016,64648
1687,1e5s_A_Fe_4083_OK,9.36255,1252
1688,1l5h_B_Fe_7395_OK,72.384,3206
1689,4xdc_B_Fe_18079_OK,45.8999,2680
1690,1clf_A_Fe_380_OK,128.027,14596
1691,1aor_B_Fe_9455_OK,66.1903,2030
1692,1y4z_B_Fe_15775_OK,13.4524,484
1693,3gke_B_Fe_7707_OK,111.629,4679
1694,4fhc_A_Fe_2815_OK,128.01,28719
1695,1b4n_A_Fe_19150_OK,63.8802,2024
1696,2afh_B_Fe_20329_OK,72.384,3206
1697,2ivf_B_Fe_11747_OK,15.0967,1450
1698,2pda_B_Fe_18845_OK,14.1296,769
1699,1fp6_A_Fe_8694_OK,128.029,53178
1700,5g5g_B_Fe_9344_OK,128.043,8004
1701,1pih_A_Fe_566_OK,44.2481,719
1702,2zvs_C_Fe_1941_OK,128.097,28302
1703,3h31_A_Fe_665_OK,53.4991,797
1704,1js2_D_Fe_2670_OK,43.1283,656
1705,1m1n_H_Fe_32366_OK,72.384,3206
1706,1r27_B_Fe_26858_OK,15.0892,560
1707,1frf_S_Fe_6156_OK,61.8297,2308
1708,1h1l_B_Fe_15439_OK,76.4086,3168
1709,1gnt_A_Fe_4278_OK,36.1306,1297
1710,1nit_A_Fe_5819_OK,90.4541,6138
1711,1y4z_B_Fe_15791_OK,13.4524,484
1712,4m25_D_Fe_10345_OK,128.004,7932
1713,3git_B_Fe_19793_OK,9.4555,301
1714,1b0p_A_Fe_18770_OK,14.1296,769
1715,3lw5_B_Fe_35977_OK,3.0464,289
1716,1r27_B_Fe_26857_OK,15.0892,560
1717,4toh_C_Fe_5332_OK,128.021,18216
1718,1e3d_A_Fe_24418_OK,68.5618,2220
1719,2fug_P_Fe_73767_OK,30.963,2862
1720,1y07_C_Fe_3733_OK,82.8626,1315
1721,4ci0_B_Fe_6877_OK,66.7838,2898
1722,4wn9_D_Fe_15232_OK,94.9739,3226
1723,4s2a_A_Fe_4529_OK,28.6227,1480
1724,3k1a_C_Fe_15866_OK,84.3728,3049
1725,4pl1_B_Fe_5485_OK,128.009,29635
1726,1h1l_D_Fe_15479_OK,76.4086,3168
1727,3aqj_B_Fe_5207_OK,84.9787,1441
1728,1m34_B_Fe_48509_OK,72.384,3206
1729,1m1n_F_Fe_32320_OK,72.384,3206
1730,1rm6_E_Fe_19111_OK,128.013,8019
1731,1fp6_B_Fe_8692_OK,128.029,53168
1732,5odc_H_Fe_31381_OK,128.021,10895
1733,3emr_A_Fe_2224_OK,128.013,19957
1734,1ao0_D_Fe_14094_OK,120.722,4139
1735,5odc_I_Fe_31393_OK,128.059,9885
1736,4zpi_C_Fe_7866_OK,128.039,18686
1737,1m34_B_Fe_48520_OK,72.384,3206
1738,4qgn_A_Fe_1489_OK,63.028,1671
1739,2afi_B_Fe_48096_OK,72.384,3206
1740,1su6_A_Fe_4671_OK,18.2145,876
1741,2ynm_B_Fe_11301_OK,128.021,56690
1742,2zvs_C_Fe_1940_OK,128.097,28308
1743,3cr9_A_Fe_5296_OK,16.5199,741
1744,2xz1_B_Fe_6937_OK,21.707,783
1745,1dwl_A_Fe_1223_OK,128.033,27185
1746,2d0q_A_Fe_3236_OK,31.0089,635
1747,3cix_A_Fe_2771_OK,128.045,35233
1748,4fe1_B_Fe_20426_OK,2.97283,288
1749,1oa1_A_Fe_4281_OK,36.1306,1297
1750,2yu1_A_Fe_3172_OK,37.3642,5264
1751,2o01_A_Fe_29576_OK,3.12439,290
1752,1uwv_A_Fe_3241_OK,128.018,6279
1753,3r60_B_Fe_2281_OK,128.003,25630
1754,6fos_A_Fe_23666_OK,3.10758,276
1755,3rf9_B_Fe_5605_OK,128.021,32150
1756,2vsf_A_Fe_4754_OK,128.027,5918
1757,1dot_A_Fe_5339_OK,16.5822,726
1758,3exy_A_Fe_632_OK,128.014,44863
1759,3js4_D_Fe_6544_OK,128.046,5169
1760,4s25_A_Fe_4309_OK,22.949,1510
1761,5aym_A_Fe_3016_OK,128.037,34454
1762,1hfe_M_Fe_7836_OK,108.296,3225
1763,1feh_A_Fe_4482_OK,46.9095,2702
1764,2z8y_O_Fe_43539_OK,4.49135,242
1765,1cc1_S_Fe_5883_OK,65.8696,2252
1766,1m34_D_Fe_48556_OK,72.384,3206
1767,4dhv_A_Fe_1070_OK,128.035,26636
1768,4jc0_A_Fe_6813_OK,128.007,17115
1769,1vz4_A_Fe_3874_OK,128.007,11775
1770,2vdc_G_Fe_89207_OK,128.046,32449
1771,3ayx_D_Fe_13801_OK,66.8295,2209
1772,1ogy_I_Fe_58599_OK,128.013,12613
1773,1d9y_A_Fe_2417_OK,128.002,55353
1774,1r27_A_Fe_26748_OK,15.4202,3849
1775,4z3w_F_Fe_26532_OK,128.029,15960
1776,1r27_C_Fe_26883_OK,15.4202,3849
1777,2w55_A_Fe_36378_OK,98.465,7198
1778,2fja_B_Fe_12963_OK,32.4975,1937
1779,2yiv_X_Fe_10220_OK,18.1858,876
1780,4c1n_A_Fe_38575_OK,11.376,983
1781,1jnr_D_Fe_12918_OK,32.4975,1937
1782,5g5g_B_Fe_9346_OK,128.043,8008
1783,4xdc_B_Fe_18077_OK,45.8999,2680
1784,4wzb_H_Fe_24156_OK,128.004,55815
1785,4urh_B_Fe_25039_OK,62.078,2306
1786,5da5_U_Fe_43655_OK,99.688,1899
1787,6cin_D_Fe_53272_OK,15.525,889
1788,3rf9_B_Fe_5607_OK,128.021,32150
1789,1w9m_A_Fe_4276_OK,36.0014,1324
1790,1gnl_A_Fe_8297_OK,33.7098,1332
1791,2z8q_B_Fe_1074_OK,128.035,26624
1792,5odc_I_Fe_31396_OK,128.059,9885
1793,1c4a_A_Fe_4495_OK,46.9095,2702
1794,2ilm_A_Fe_2695_OK,128.045,5652
1795,1m34_C_Fe_48564_OK,80.489,2990
1796,1m34_D_Fe_48567_OK,72.384,3206
1797,2fug_J_Fe_73811_OK,128.031,6526
1798,3zxs_B_Fe_12121_OK,128.016,6722
1799,1m34_C_Fe_48557_OK,80.489,2990
1800,1z9j_A_Fe_6467_OK,6.51404,585
1801,1cc1_S_Fe_5873_OK,65.8696,2252
1802,1r27_C_Fe_26885_OK,15.4202,3849
1803,4xpi_D_Fe_16131_OK,72.8717,3208
1804,6g94_Q_Fe_29636_OK,61.3029,1955
1805,2vp1_A_Fe_4879_OK,128.035,62953
1806,1m34_K_Fe_48806_OK,80.489,2990
1807,5n6y_A_Fe_16819_OK,88.252,3178
1808,1m1y_H_Fe_49365_OK,128.029,53177
1809,2qh1_A_Fe_2919_OK,128.015,36798
1810,5mkp_A_Fe_2508_OK,128.053,29312
1811,6f0k_B_Fe_39975_OK,27.1887,9016
1812,4f2n_D_Fe_20109_OK,128.062,5250
1813,1tko_A_Fe_5492_OK,128.029,10168
1814,1kf6_B_Fe_16750_OK,128.008,8907
1815,2wpn_A_Fe_5849_OK,60.9907,1885
1816,1a6l_A_Fe_844_OK,128.008,18016
1817,6n1f_C_Fe_6483_OK,128.025,22167
1818,1b0l_A_Fe_5340_OK,16.6135,732
1819,3or1_A_Fe_14490_OK,14.3161,2590
1820,5t5i_F_Fe_28062_OK,4.26327,921
1821,4xpi_A_Fe_15998_OK,79.9935,2945
1822,3or2_D_Fe_14603_OK,14.3161,2590
1823,3a04_A_Fe_2946_OK,128.035,11032
1824,2yiv_X_Fe_10241_OK,18.1858,876
1825,1hlq_B_Fe_1725_OK,55.3463,772
1826,1frf_S_Fe_6159_OK,61.8297,2308
1827,2wsf_C_Fe_35363_OK,128.026,60231
1828,1m1n_G_Fe_32358_OK,80.5026,2990
1829,1k0t_A_Fe_1190_OK,128.071,63031
1830,2afi_A_Fe_48097_OK,80.7332,3012
1831,5ww6_B_Fe_5089_OK,128.038,6848
1832,6htk_B_Fe_6117_OK,128.023,17136
1833,4xpi_B_Fe_15997_OK,72.8717,3208
1834,1oa0_A_Fe_8355_OK,33.7246,1332
1835,4unf_A_Fe_1922_OK,128.047,20952
1836,6cin_D_Fe_53273_OK,15.525,889
1837,1ogy_I_Fe_58600_OK,128.013,12613
1838,3vf1_A_Fe_21567_OK,26.6201,1540
1839,2gmh_A_Fe_9129_OK,46.5563,4644
1840,4toc_W_Fe_30995_OK,128.062,18044
1841,1gt8_C_Fe_31241_OK,4.48843,210
1842,1m1n_G_Fe_32365_OK,80.5026,2990
1843,5f8p_A_Fe_3543_OK,1.75075,68
1844,4zkh_F_Fe_10319_OK,128.054,10143
1845,1q16_B_Fe_15864_OK,13.4524,484
1846,2fdn_A_Fe_729_OK,128.083,13523
1847,4c1n_C_Fe_38675_OK,11.376,983
1848,1kek_A_Fe_18790_OK,14.1296,769
1849,5v1s_A_Fe_6677_OK,128.039,11079
1850,3k1a_A_Fe_15816_OK,84.3865,3049
1851,1h1l_B_Fe_15438_OK,76.4086,3168
1852,4rtb_A_Fe_3354_OK,128.037,12529
1853,2hji_A_Fe_2452_OK,66.3431,1966
1854,1r27_D_Fe_26993_OK,15.0892,560
1855,2ivf_B_Fe_11756_OK,15.0967,1450
1856,3a04_A_Fe_2948_OK,128.035,11032
1857,5la3_B_Fe_9008_OK,46.8283,2690
1858,3ks5_B_Fe_3864_OK,128.034,16437
1859,1h1l_A_Fe_15431_OK,81.9566,2954
1860,1jqk_A_Fe_26798_OK,16.1859,932
1861,5xvc_S_Fe_12706_OK,66.3855,2245
1862,5v26_B_Fe_2798_OK,69.7225,5651
1863,1h1l_A_Fe_15429_OK,81.9566,2954
1864,4wes_B_Fe_15487_OK,95.0972,3226
1865,1fer_A_Fe_863_OK,128.087,19645
1866,3bk7_A_Fe_4734_OK,8.06742,364
1867,4c1n_C_Fe_38673_OK,11.376,983
1868,2afh_A_Fe_20337_OK,80.7332,3012
1869,3omi_C_Fe_12725_OK,128.008,7533
1870,1m1y_O_Fe_49475_OK,128.058,53451
1871,1k0t_A_Fe_1189_OK,128.071,63030
